Хозяева;Гости;Голы хозяев;Голы гостей;День;Месяц;Год;Тур;Стадион;Город;Время начана;Сезон,
"Уфа;Рубин;0;0;20;октября;2018;11;стадион ""Нефтяник"";Уфа;16:30;2018/2019",
"Динамо;Зенит;1;0;21;октября;2018;11;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Спартак;Арсенал Т;2;3;21;октября;2018;11;стадион ""Открытие Арена"";Москва;16:30;2018/2019",
"Краснодар;Ахмат;0;1;21;октября;2018;11;стадион ""Арена Краснодар"";Краснодар;19:00;2018/2019",
"Урал;Уфа;1;1;27;октября;2018;12;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2018/2019",
"Арсенал Т;Оренбург;2;2;27;октября;2018;12;стадион ""Арсенал"";Тула;16:30;2018/2019",
"Ростов;Анжи;1;0;27;октября;2018;12;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Енисей;Локомотив;0;3;28;октября;2018;12;стадион ""Центральный"";Красноярск;14:00;2018/2019",
"Ахмат;Динамо;0;0;28;октября;2018;12;стадион ""Ахмат Арена"";Грозный;16:30;2018/2019",
"ЦСКА;Краснодар;1;2;28;октября;2018;12;стадион ""ВЭБ Арена"";Москва;19:00;2018/2019",
"Крылья Советов;Зенит;0;1;29;октября;2018;12;стадион ""Самара Арена"";Самара;18:00;2018/2019",
"Рубин;Спартак;1;1;29;октября;2018;12;стадион ""Ак Барс Арена"";Казань;20:30;2018/2019",
"Локомотив;Арсенал Т;3;1;3;ноября;2018;13;стадион ""РЖД Арена"";Москва;14:00;2018/2019",
"Динамо;ЦСКА;0;0;3;ноября;2018;13;стадион ""Арена Химки"";Химки;16:30;2018/2019",
"Зенит;Ахмат;1;0;4;ноября;2018;13;стадион ""Газпром Арена"";Санкт-Петербург;14:00;2018/2019",
"Краснодар;Ростов;2;2;4;ноября;2018;13;стадион ""Арена Краснодар"";Краснодар;16:30;2018/2019",
"Спартак;Урал;1;2;4;ноября;2018;13;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Оренбург;Рубин;1;0;5;ноября;2018;13;стадион ""Газовик"";Оренбург;14:00;2018/2019",
"Уфа;Крылья Советов;1;2;5;ноября;2018;13;стадион ""Нефтяник"";Уфа;16:30;2018/2019",
"Анжи;Енисей;2;1;5;ноября;2018;13;стадион ""Анжи Арена"";Каспийск;19:00;2018/2019",
"Арсенал Т;Анжи;2;0;9;ноября;2018;14;стадион ""Арсенал"";Тула;19:30;2018/2019",
"Урал;Оренбург;2;1;10;ноября;2018;14;стадион ""СКБ-Банк Арена"";Екатеринбург;14:00;2018/2019",
"Крылья Советов;Ахмат;1;2;10;ноября;2018;14;стадион ""Самара Арена"";Самара;16:30;2018/2019",
"Ростов;Динамо;0;0;10;ноября;2018;14;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Уфа;Спартак;2;0;11;ноября;2018;14;стадион ""Нефтяник"";Уфа;14:00;2018/2019",
"Краснодар;Енисей;3;0;11;ноября;2018;14;стадион ""Арена Краснодар"";Краснодар;16:00;2018/2019",
"Рубин;Локомотив;0;0;11;ноября;2018;14;стадион ""Ак Барс Арена"";Казань;16:30;2018/2019",
"ЦСКА;Зенит;2;0;11;ноября;2018;14;стадион ""ВЭБ Арена"";Москва;19:00;2018/2019",
"Ахмат;ЦСКА;0;2;23;ноября;2018;15;стадион ""Ахмат Арена"";Грозный;18:00;2018/2019",
"Локомотив;Урал;1;2;23;ноября;2018;15;стадион ""РЖД Арена"";Москва;20:30;2018/2019",
"Динамо;Енисей;1;2;24;ноября;2018;15;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Оренбург;Уфа;1;0;24;ноября;2018;15;стадион ""Газовик"";Оренбург;16:30;2018/2019",
"Анжи;Рубин;1;1;24;ноября;2018;15;стадион ""Анжи Арена"";Каспийск;19:00;2018/2019",
"Спартак;Крылья Советов;3;1;25;ноября;2018;15;стадион ""Открытие Арена"";Москва;14:00;2018/2019",
"Краснодар;Арсенал Т;3;0;25;ноября;2018;15;стадион ""Арена Краснодар"";Краснодар;16:30;2018/2019",
"Зенит;Ростов;2;0;25;ноября;2018;15;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2018/2019",
"Рубин;Динамо;1;1;30;ноября;2018;16;стадион ""Ак Барс Арена"";Казань;19:30;2018/2019",
"Енисей;Ахмат;1;1;1;декабря;2018;16;стадион ""Центральный"";Красноярск;14:00;2018/2019",
"Анжи;Уфа;0;0;1;декабря;2018;16;стадион ""Анжи Арена"";Каспийск;19:00;2018/2019",
"Краснодар;Урал;2;0;2;декабря;2018;16;стадион ""Арена Краснодар"";Краснодар;14:00;2018/2019",
"Ростов;ЦСКА;0;0;2;декабря;2018;16;стадион ""Ростов Арена"";Ростов-на-Дону;16:30;2018/2019",
"Спартак;Локомотив;2;1;2;декабря;2018;16;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Арсенал Т;Зенит;4;2;3;декабря;2018;16;стадион ""Арсенал"";Тула;19:30;2018/2019",
"Оренбург;Крылья Советов;3;1;3;апреля;2019;16;стадион ""Газовик"";Оренбург;17:00;2018/2019",
"Крылья Советов;Ростов;1;0;8;декабря;2018;17;стадион ""Самара Арена"";Самара;12:30;2018/2019",
"ЦСКА;Енисей;2;1;8;декабря;2018;17;стадион ""ВЭБ Арена"";Москва;15:00;2018/2019",
"Локомотив;Оренбург;2;1;8;декабря;2018;17;стадион ""РЖД Арена"";Москва;17:30;2018/2019",
"Анжи;Спартак;0;3;8;декабря;2018;17;стадион ""Анжи Арена"";Каспийск;20:00;2018/2019",
"Динамо;Урал;4;0;9;декабря;2018;17;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Краснодар;Уфа;1;1;9;декабря;2018;17;стадион ""Арена Краснодар"";Краснодар;16:30;2018/2019",
"Зенит;Рубин;1;2;9;декабря;2018;17;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2018/2019",
"Ахмат;Арсенал Т;2;0;10;декабря;2018;17;стадион ""Ахмат Арена"";Грозный;19:30;2018/2019",
"Оренбург;Анжи;0;1;1;марта;2019;18;стадион ""Газовик"";Оренбург;16:30;2018/2019",
"Урал;Зенит;0;1;2;марта;2019;18;стадион ""Екатеринбург Арена"";Екатеринбург;11:30;2018/2019",
"Арсенал Т;ЦСКА;2;0;2;марта;2019;18;стадион ""Ахмат Арена"";Грозный;14:00;2018/2019",
"Локомотив;Крылья Советов;2;2;2;марта;2019;18;стадион ""РЖД Арена"";Москва;16:30;2018/2019",
"Рубин;Ахмат;1;0;2;марта;2019;18;стадион ""Ак Барс Арена"";Казань;19:00;2018/2019",
"Уфа;Динамо;1;2;3;марта;2019;18;стадион ""Нефтяник"";Уфа;11:30;2018/2019",
"Енисей;Ростов;1;1;3;марта;2019;18;стадион ""Фишт"";Сочи;14:00;2018/2019",
"Спартак;Краснодар;1;1;3;марта;2019;18;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Крылья Советов;Енисей;4;0;9;марта;2019;19;стадион ""Самара Арена"";Самара;14:00;2018/2019",
"ЦСКА;Рубин;3;0;9;марта;2019;19;стадион ""ВЭБ Арена"";Москва;16:30;2018/2019",
"Ростов;Арсенал Т;0;0;10;марта;2019;19;стадион ""Ростов Арена"";Ростов-на-Дону;14:00;2018/2019",
"Зенит;Уфа;2;1;10;марта;2019;19;стадион ""Газпром Арена"";Санкт-Петербург;16:30;2018/2019",
"Динамо;Спартак;0;1;10;марта;2019;19;стадион ""Арена Химки"";Химки;19:00;2018/2019",
"Анжи;Локомотив;0;2;10;марта;2019;19;стадион ""Анжи Арена"";Каспийск;21:00;2018/2019",
"Ахмат;Урал;1;1;11;марта;2019;19;стадион ""Ахмат Арена"";Грозный;17:30;2018/2019",
"Краснодар;Оренбург;2;2;11;марта;2019;19;стадион ""Арена Краснодар"";Краснодар;19:30;2018/2019",
"Анжи;Крылья Советов;0;2;15;марта;2019;20;стадион ""Анжи Арена"";Каспийск;19:30;2018/2019",
"Оренбург;Динамо;1;0;16;марта;2019;20;стадион ""Газовик"";Оренбург;11:30;2018/2019",
"Урал;ЦСКА;0;1;16;марта;2019;20;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2018/2019",
"Рубин;Ростов;0;2;16;марта;2019;20;стадион ""Ак Барс Арена"";Казань;16:30;2018/2019",
"Арсенал Т;Енисей;2;0;16;марта;2019;20;стадион ""Арсенал"";Тула;19:00;2018/2019",
"Уфа;Ахмат;0;1;17;марта;2019;20;стадион ""Нефтяник"";Уфа;14:00;2018/2019",
"Локомотив;Краснодар;1;0;17;марта;2019;20;стадион ""РЖД Арена"";Москва;16:30;2018/2019",
"Спартак;Зенит;1;1;17;марта;2019;20;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Крылья Советов;Арсенал Т;0;1;29;марта;2019;21;стадион ""Самара Арена"";Самара;18:30;2018/2019",
"Енисей;Рубин;1;1;30;марта;2019;21;стадион ""Центральный"";Красноярск;11:30;2018/2019",
"Динамо;Локомотив;0;1;30;марта;2019;21;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Ахмат;Спартак;1;3;30;марта;2019;21;стадион ""Ахмат Арена"";Грозный;16:30;2018/2019",
"Ростов;Урал;2;1;30;марта;2019;21;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Зенит;Оренбург;3;1;31;марта;2019;21;стадион ""Газпром Арена"";Санкт-Петербург;14:00;2018/2019",
"ЦСКА;Уфа;2;2;31;марта;2019;21;стадион ""ВЭБ Арена"";Москва;16:30;2018/2019",
"Краснодар;Анжи;5;0;31;марта;2019;21;стадион ""Арена Краснодар"";Краснодар;19:00;2018/2019",
"Анжи;Динамо;1;1;6;апреля;2019;22;стадион ""Анжи Арена"";Каспийск;14:00;2018/2019",
"Краснодар;Крылья Советов;1;0;6;апреля;2019;22;стадион ""Арена Краснодар"";Краснодар;16:30;2018/2019",
"Спартак;ЦСКА;0;2;6;апреля;2019;22;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Уфа;Ростов;1;0;7;апреля;2019;22;стадион ""Нефтяник"";Уфа;11:30;2018/2019",
"Урал;Енисей;3;2;7;апреля;2019;22;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2018/2019",
"Рубин;Арсенал Т;0;0;7;апреля;2019;22;стадион ""Ак Барс Арена"";Казань;16:30;2018/2019",
"Локомотив;Зенит;1;1;7;апреля;2019;22;стадион ""РЖД Арена"";Москва;19:00;2018/2019",
"Оренбург;Ахмат;1;3;8;апреля;2019;22;стадион ""Газовик"";Оренбург;17:00;2018/2019",
"Крылья Советов;Рубин;1;0;12;апреля;2019;23;стадион ""Самара Арена"";Самара;18:30;2018/2019",
"Енисей;Уфа;0;0;13;апреля;2019;23;стадион ""Центральный"";Красноярск;11:30;2018/2019",
"Арсенал Т;Урал;0;0;13;апреля;2019;23;стадион ""Арсенал"";Тула;14:00;2018/2019",
"ЦСКА;Оренбург;2;3;13;апреля;2019;23;стадион ""ВЭБ Арена"";Москва;14:00;2018/2019",
"Ахмат;Локомотив;1;3;13;апреля;2019;23;стадион ""Ахмат Арена"";Грозный;19:30;2018/2019",
"Динамо;Краснодар;1;1;14;апреля;2019;23;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Зенит;Анжи;5;0;14;апреля;2019;23;стадион ""Газпром Арена"";Санкт-Петербург;16:30;2018/2019",
"Ростов;Спартак;2;1;14;апреля;2019;23;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Анжи;Ахмат;0;1;19;апреля;2019;24;стадион ""Анжи Арена"";Каспийск;19:30;2018/2019",
"Уфа;Арсенал Т;1;2;20;апреля;2019;24;стадион ""Нефтяник"";Уфа;11:30;2018/2019",
"Оренбург;Ростов;3;0;20;апреля;2019;24;стадион ""Газовик"";Оренбург;14:00;2018/2019",
"Динамо;Крылья Советов;1;0;20;апреля;2019;24;стадион ""Арена Химки"";Химки;16:30;2018/2019",
"Локомотив;ЦСКА;1;1;20;апреля;2019;24;стадион ""РЖД Арена"";Москва;19:00;2018/2019",
"Краснодар;Зенит;2;3;20;апреля;2019;24;стадион ""Арена Краснодар"";Краснодар;21:00;2018/2019",
"Урал;Рубин;2;1;21;апреля;2019;24;стадион ""Екатеринбург Арена"";Екатеринбург;16:30;2018/2019",
"Спартак;Енисей;2;0;21;апреля;2019;24;стадион ""Открытие Арена"";Москва;19:00;2018/2019",
"Ахмат;Краснодар;1;1;24;апреля;2019;25;стадион ""Ахмат Арена"";Грозный;19:00;2018/2019",
"Ростов;Локомотив;1;2;24;апреля;2019;25;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Рубин;Уфа;1;1;24;апреля;2019;25;стадион ""Ак Барс Арена"";Казань;19:30;2018/2019",
"ЦСКА;Анжи;2;0;24;апреля;2019;25;стадион ""ВЭБ Арена"";Москва;19:30;2018/2019",
"Зенит;Динамо;2;0;24;апреля;2019;25;стадион ""Газпром Арена"";Санкт-Петербург;21:00;2018/2019",
"Енисей;Оренбург;2;1;25;апреля;2019;25;стадион ""Центральный"";Красноярск;16:00;2018/2019",
"Крылья Советов;Урал;0;1;25;апреля;2019;25;стадион ""Самара Арена"";Самара;18:30;2018/2019",
"Арсенал Т;Спартак;3;0;25;апреля;2019;25;стадион ""Арсенал"";Тула;20:30;2018/2019",
"Анжи;Ростов;1;1;27;апреля;2019;26;стадион ""Анжи Арена"";Каспийск;16:30;2018/2019",
"Динамо;Ахмат;0;0;27;апреля;2019;26;стадион ""Арена Химки"";Химки;19:00;2018/2019",
"Уфа;Урал;4;1;28;апреля;2019;26;стадион ""Нефтяник"";Уфа;11:30;2018/2019",
"Локомотив;Енисей;2;1;28;апреля;2019;26;стадион ""РЖД Арена"";Москва;14:00;2018/2019",
"Зенит;Крылья Советов;4;2;28;апреля;2019;26;стадион ""Газпром Арена"";Санкт-Петербург;16:30;2018/2019",
"Краснодар;ЦСКА;2;0;28;апреля;2019;26;стадион ""Арена Краснодар"";Краснодар;19:00;2018/2019",
"Оренбург;Арсенал Т;1;1;29;апреля;2019;26;стадион ""Газовик"";Оренбург;17:00;2018/2019",
"Спартак;Рубин;1;1;29;апреля;2019;26;стадион ""Открытие Арена"";Москва;19:30;2018/2019",
"Енисей;Анжи;3;1;3;мая;2019;27;стадион ""Центральный"";Красноярск;14:00;2018/2019",
"Рубин;Оренбург;2;0;3;мая;2019;27;стадион ""Ак Барс Арена"";Казань;16:30;2018/2019",
"Урал;Спартак;0;1;4;мая;2019;27;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2018/2019",
"Ахмат;Зенит;1;1;4;мая;2019;27;стадион ""Ахмат Арена"";Грозный;16:30;2018/2019",
"Арсенал Т;Локомотив;2;0;4;мая;2019;27;стадион ""Арсенал"";Тула;19:00;2018/2019",
"Крылья Советов;Уфа;1;1;5;мая;2019;27;стадион ""Самара Арена"";Самара;14:00;2018/2019",
"ЦСКА;Динамо;2;2;5;мая;2019;27;стадион ""ВЭБ Арена"";Москва;16:30;2018/2019",
"Ростов;Краснодар;1;1;5;мая;2019;27;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Оренбург;Урал;2;2;10;мая;2019;28;стадион ""Газовик"";Оренбург;11:30;2018/2019",
"Динамо;Ростов;0;0;10;мая;2019;28;стадион ""Арена Химки"";Химки;14:00;2018/2019",
"Анжи;Арсенал Т;0;1;10;мая;2019;28;стадион ""Анжи Арена"";Каспийск;16:30;2018/2019",
"Локомотив;Рубин;4;0;10;мая;2019;28;стадион ""РЖД Арена"";Москва;19:00;2018/2019",
"Енисей;Краснодар;0;4;11;мая;2019;28;стадион ""Центральный"";Красноярск;14:00;2018/2019",
"Ахмат;Крылья Советов;2;1;11;мая;2019;28;стадион ""Ахмат Арена"";Грозный;16:30;2018/2019",
"Спартак;Уфа;1;0;12;мая;2019;28;стадион ""Открытие Арена"";Москва;16:30;2018/2019",
"Зенит;ЦСКА;3;1;12;мая;2019;28;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2018/2019",
"Уфа;Оренбург;0;2;18;мая;2019;29;стадион ""Нефтяник"";Уфа;14:00;2018/2019",
"ЦСКА;Ахмат;1;0;18;мая;2019;29;стадион ""ВЭБ Арена"";Москва;16:30;2018/2019",
"Крылья Советов;Спартак;1;2;18;мая;2019;29;стадион ""Самара Арена"";Самара;19:00;2018/2019",
"Урал;Локомотив;2;2;19;мая;2019;29;стадион ""Екатеринбург Арена"";Екатеринбург;11:30;2018/2019",
"Енисей;Динамо;2;2;19;мая;2019;29;стадион ""Центральный"";Красноярск;14:00;2018/2019",
"Арсенал Т;Краснодар;0;3;19;мая;2019;29;стадион ""Арсенал"";Тула;16:30;2018/2019",
"Ростов;Зенит;1;0;19;мая;2019;29;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2018/2019",
"Рубин;Анжи;0;0;20;мая;2019;29;стадион ""Ак Барс Арена"";Казань;19:00;2018/2019",
"ЦСКА;Крылья Советов;6;0;26;мая;2019;30;стадион ""ВЭБ Арена"";Москва;14:00;2018/2019",
"Ахмат;Ростов;1;0;26;мая;2019;30;стадион ""Ахмат Арена"";Грозный;14:00;2018/2019",
"Зенит;Енисей;4;1;26;мая;2019;30;стадион ""Газпром Арена"";Санкт-Петербург;14:00;2018/2019",
"Динамо;Арсенал Т;3;3;26;мая;2019;30;стадион ""Динамо"";Москва;14:00;2018/2019",
"Краснодар;Рубин;1;0;26;мая;2019;30;стадион ""Арена Краснодар"";Краснодар;14:00;2018/2019",
"Анжи;Урал;0;2;26;мая;2019;30;стадион ""Анжи Арена"";Каспийск;14:00;2018/2019",
"Локомотив;Уфа;1;0;26;мая;2019;30;стадион ""РЖД Арена"";Москва;14:00;2018/2019",
"Оренбург;Спартак;2;0;26;мая;2019;30;стадион ""Газовик"";Оренбург;14:00;2018/2019",
"Арсенал Т;Динамо;1;1;12;июля;2019;1;стадион ""Арсенал"";Тула;20:00;2019/2020",
"Урал;Уфа;3;2;13;июля;2019;1;стадион ""Екатеринбург Арена"";Екатеринбург;16:30;2019/2020",
"Спартак;Сочи;1;0;13;июля;2019;1;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Ростов;Оренбург;2;1;13;июля;2019;1;стадион ""Ростов Арена"";Ростов-на-Дону;21:30;2019/2020",
"Крылья Советов;ЦСКА;2;0;14;июля;2019;1;стадион ""Самара Арена"";Самара;16:30;2019/2020",
"Зенит;Тамбов;2;1;14;июля;2019;1;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Ахмат;Краснодар;1;0;14;июля;2019;1;стадион ""Ахмат Арена"";Грозный;21:30;2019/2020",
"Локомотив;Рубин;1;1;15;июля;2019;1;стадион ""РЖД Арена"";Москва;20:00;2019/2020",
"Уфа;Краснодар;2;3;20;июля;2019;2;стадион ""Нефтяник"";Уфа;14:00;2019/2020",
"Крылья Советов;Арсенал Т;2;3;20;июля;2019;2;стадион ""Самара Арена"";Самара;16:30;2019/2020",
"ЦСКА;Оренбург;2;1;20;июля;2019;2;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Ростов;Спартак;2;2;20;июля;2019;2;стадион ""Ростов Арена"";Ростов-на-Дону;21:30;2019/2020",
"Урал;Ахмат;3;0;21;июля;2019;2;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Локомотив;Тамбов;2;1;21;июля;2019;2;стадион ""РЖД Арена"";Москва;16:30;2019/2020",
"Динамо;Рубин;0;1;21;июля;2019;2;стадион ""Динамо"";Москва;19:00;2019/2020",
"Сочи;Зенит;0;2;21;июля;2019;2;стадион ""Фишт"";Сочи;21:30;2019/2020",
"Динамо;Урал;2;0;26;июля;2019;3;стадион ""Динамо"";Москва;20:00;2019/2020",
"Уфа;Крылья Советов;2;1;27;июля;2019;3;стадион ""Нефтяник"";Уфа;14:00;2019/2020",
"Тамбов;Спартак;2;0;27;июля;2019;3;стадион ""Мордовия Арена"";Саранск;16:30;2019/2020",
"Краснодар;Сочи;3;0;27;июля;2019;3;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"Оренбург;Зенит;0;2;28;июля;2019;3;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Арсенал Т;Ростов;2;3;28;июля;2019;3;стадион ""Арсенал"";Тула;16:30;2019/2020",
"ЦСКА;Локомотив;1;0;28;июля;2019;3;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Рубин;Ахмат;1;0;29;июля;2019;3;стадион ""Центральный"";Казань;20:00;2019/2020",
"Урал;Ростов;2;2;3;августа;2019;4;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Крылья Советов;Локомотив;1;2;3;августа;2019;4;стадион ""Самара Арена"";Самара;16:30;2019/2020",
"Спартак;Динамо;0;0;3;августа;2019;4;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Зенит;Краснодар;1;1;3;августа;2019;4;стадион ""Газпром Арена"";Санкт-Петербург;21:30;2019/2020",
"Тамбов;Арсенал Т;0;1;4;августа;2019;4;стадион ""Мордовия Арена"";Саранск;16:30;2019/2020",
"Рубин;ЦСКА;0;1;4;августа;2019;4;стадион ""Центральный"";Казань;19:00;2019/2020",
"Сочи;Уфа;0;0;4;августа;2019;4;стадион ""Фишт"";Сочи;21:30;2019/2020",
"Ахмат;Оренбург;2;1;5;августа;2019;4;стадион ""Ахмат Арена"";Грозный;20:00;2019/2020",
"Оренбург;Тамбов;2;2;10;августа;2019;5;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Краснодар;Рубин;1;0;10;августа;2019;5;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"Динамо;Зенит;0;2;10;августа;2019;5;стадион ""Динамо"";Москва;19:00;2019/2020",
"Арсенал Т;Уфа;1;0;11;августа;2019;5;стадион ""Арсенал"";Тула;14:00;2019/2020",
"Локомотив;Урал;4;0;11;августа;2019;5;стадион ""РЖД Арена"";Москва;16:30;2019/2020",
"ЦСКА;Сочи;0;0;11;августа;2019;5;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Ахмат;Спартак;1;3;11;августа;2019;5;стадион ""Ахмат Арена"";Грозный;21:30;2019/2020",
"Ростов;Крылья Советов;1;0;12;августа;2019;5;стадион ""Ростов Арена"";Ростов-на-Дону;20:00;2019/2020",
"Оренбург;Сочи;1;1;16;августа;2019;6;стадион ""Газовик"";Оренбург;18:00;2019/2020",
"Урал;Крылья Советов;1;3;17;августа;2019;6;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Тамбов;Краснодар;0;2;17;августа;2019;6;стадион ""Мордовия Арена"";Саранск;16:30;2019/2020",
"Зенит;Ахмат;0;0;17;августа;2019;6;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Рубин;Арсенал Т;1;0;18;августа;2019;6;стадион ""Центральный"";Казань;14:00;2019/2020",
"Уфа;Ростов;2;0;18;августа;2019;6;стадион ""Нефтяник"";Уфа;16:30;2019/2020",
"Динамо;Локомотив;1;2;18;августа;2019;6;стадион ""Динамо"";Москва;19:00;2019/2020",
"Спартак;ЦСКА;2;1;19;августа;2019;6;стадион ""Открытие Арена"";Москва;20:00;2019/2020",
"Тамбов;Динамо;0;2;24;августа;2019;7;стадион ""Мордовия Арена"";Саранск;14:00;2019/2020",
"Уфа;Зенит;1;0;24;августа;2019;7;стадион ""Нефтяник"";Уфа;16:30;2019/2020",
"Краснодар;Локомотив;1;1;24;августа;2019;7;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"ЦСКА;Ахмат;3;0;25;августа;2019;7;стадион ""ВЭБ Арена"";Москва;16:30;2019/2020",
"Ростов;Рубин;2;1;25;августа;2019;7;стадион ""Ростов Арена"";Ростов-на-Дону;19:00;2019/2020",
"Крылья Советов;Спартак;1;2;25;августа;2019;7;стадион ""Самара Арена"";Самара;19:00;2019/2020",
"Арсенал Т;Оренбург;2;1;25;августа;2019;7;стадион ""Арсенал"";Тула;21:30;2019/2020",
"Урал;Сочи;3;1;26;августа;2019;7;стадион ""Екатеринбург Арена"";Екатеринбург;18:00;2019/2020",
"Крылья Советов;Динамо;0;0;30;августа;2019;8;стадион ""Самара Арена"";Самара;20:00;2019/2020",
"Уфа;Оренбург;1;2;31;августа;2019;8;стадион ""Нефтяник"";Уфа;11:30;2019/2020",
"Рубин;Сочи;0;3;31;августа;2019;8;стадион ""Центральный"";Казань;14:00;2019/2020",
"Локомотив;Ростов;1;2;31;августа;2019;8;стадион ""РЖД Арена"";Москва;16:30;2019/2020",
"Ахмат;Тамбов;1;1;31;августа;2019;8;стадион ""Ахмат Арена"";Грозный;19:00;2019/2020",
"Урал;Краснодар;2;4;1;сентября;2019;8;стадион ""Екатеринбург Арена"";Екатеринбург;14:00;2019/2020",
"Арсенал Т;ЦСКА;1;2;1;сентября;2019;8;стадион ""Арсенал"";Тула;16:30;2019/2020",
"Спартак;Зенит;0;1;1;сентября;2019;8;стадион ""Открытие Арена"";Москва;19:00;2019/2020",
"Зенит;Арсенал Т;3;1;13;сентября;2019;9;стадион ""Газпром Арена"";Санкт-Петербург;20:00;2019/2020",
"Спартак;Урал;1;2;14;сентября;2019;9;стадион ""Открытие Арена"";Москва;16:30;2019/2020",
"Сочи;Локомотив;0;1;14;сентября;2019;9;стадион ""Фишт"";Сочи;19:00;2019/2020",
"Оренбург;Рубин;2;1;15;сентября;2019;9;стадион ""Газовик"";Оренбург;14:00;2019/2020",
"Тамбов;ЦСКА;0;2;15;сентября;2019;9;стадион ""Мордовия Арена"";Саранск;16:30;2019/2020",
"Краснодар;Крылья Советов;4;2;15;сентября;2019;9;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
"Динамо;Уфа;0;0;16;сентября;2019;9;стадион ""Динамо"";Москва;20:00;2019/2020",
"Ростов;Ахмат;2;1;16;сентября;2019;9;стадион ""Ростов Арена"";Ростов-на-Дону;20:30;2019/2020",
"Уфа;Спартак;1;0;20;сентября;2019;10;стадион ""Нефтяник"";Уфа;17:30;2019/2020",
"Ахмат;Крылья Советов;1;1;21;сентября;2019;10;стадион ""Ахмат Арена"";Грозный;14:00;2019/2020",
"Зенит;Рубин;5;0;21;сентября;2019;10;стадион ""Газпром Арена"";Санкт-Петербург;19:00;2019/2020",
"Тамбов;Ростов;2;1;21;сентября;2019;10;стадион ""Мордовия Арена"";Саранск;19:00;2019/2020",
"Оренбург;Локомотив;2;3;22;сентября;2019;10;стадион ""Газовик"";Оренбург;11:30;2019/2020",
"Динамо;Сочи;2;3;22;сентября;2019;10;стадион ""Динамо"";Москва;14:00;2019/2020",
"Арсенал Т;Урал;1;1;22;сентября;2019;10;стадион ""Арсенал"";Тула;16:30;2019/2020",
"ЦСКА;Краснодар;3;2;22;сентября;2019;10;стадион ""ВЭБ Арена"";Москва;19:00;2019/2020",
"Крылья Советов;Тамбов;2;0;28;сентября;2019;11;стадион ""Самара Арена"";Самара;14:00;2019/2020",
"Ростов;Динамо;3;0;28;сентября;2019;11;стадион ""Ростов Арена"";Ростов-на-Дону;16:30;2019/2020",
"Локомотив;Зенит;1;0;28;сентября;2019;11;стадион ""РЖД Арена"";Москва;19:00;2019/2020",
"Урал;ЦСКА;0;3;29;сентября;2019;11;стадион ""Екатеринбург Арена"";Екатеринбург;11:30;2019/2020",
"Рубин;Уфа;0;0;29;сентября;2019;11;стадион ""Центральный"";Казань;14:00;2019/2020",
"Спартак;Оренбург;1;2;29;сентября;2019;11;стадион ""Открытие Арена"";Москва;16:30;2019/2020",
"Краснодар;Арсенал Т;2;0;29;сентября;2019;11;стадион ""Арена Краснодар"";Краснодар;19:00;2019/2020",
